"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"LEAKIDK",2,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the inside water leak came from unknown source","HOUSEHOLD","Character","JLEAKIDK","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK2","None","INTSTATUS = '1' and LEAKI = '1'","Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
"LEAKIOTH",3,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the inside water leak came from other source","HOUSEHOLD","Character","JLEAKIOTH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK2","None","INTSTATUS = '1' and LEAKI = '1'","Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
"LEAKIPIPE",4,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the inside water leak came from pipes leaking (including pipes from other apartments)","HOUSEHOLD","Character","JLEAKIPIPE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK2","None","INTSTATUS = '1' and LEAKI = '1'","Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
"LEAKIPLUM",5,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the inside water leak came from own plumbing fixtures backing up or overflowing","HOUSEHOLD","Character","JLEAKIPLUM","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK2","None","INTSTATUS = '1' and LEAKI = '1'","Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
"LEAKIWATH",6,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the inside water leak came from broken water heater","HOUSEHOLD","Character","JLEAKIWATH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK2","None","INTSTATUS = '1' and LEAKI = '1'","Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?)."
"LEAKO",7,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating outside water leaks in last 12 months","HOUSEHOLD","Character","JLEAKO","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Did water leak in from the outside within the past 12 months?","LEAK2","None","INTSTATUS = '1'","Respondents were first asked LEAK1 (Did water ever leak into your home from the outside?), and if they replied yes, were then asked LEAK2 (Did water leak in from the outside within the past 12 months?). AHS began imputing LEAKO in 2017."
"LEAKOBASE",8,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the outside water leak came from the basement","HOUSEHOLD","Character","JLEAKOBASE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK","None","INTSTATUS = '1' and LEAKO = '1'","Respondents were first asked LEAK2 (Did water leak in from the outside within the past 12 months?), and if they replied yes, were then asked WHERELK (Where did the water come from?)."
"LEAKOOTH",9,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the outside water leak came from somewhere else","HOUSEHOLD","Character","JLEAKOOTH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK","None","INTSTATUS = '1' and LEAKO = '1'","Respondents were first asked LEAK2 (Did water leak in from the outside within the past 12 months?), and if they replied yes, were then asked WHERELK (Where did the water come from?)."
"LEAKOROOF",10,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the outside water leak came from the roof","HOUSEHOLD","Character","JLEAKOROOF","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK","None","INTSTATUS = '1' and LEAKO = '1'","Respondents were first asked LEAK2 (Did water leak in from the outside within the past 12 months?), and if they replied yes, were then asked WHERELK (Where did the water come from?)."
"LEAKOWALL",11,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating the outside water leak came from the walls or around closed windows or closed doors","HOUSEHOLD","Character","JLEAKOWALL","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Where did the water come from? (Mark all that apply)","WHERELK","None","INTSTATUS = '1' and LEAKO = '1'","Respondents were first asked LEAK2 (Did water leak in from the outside within the past 12 months?), and if they replied yes, were then asked WHERELK (Where did the water come from?)."
"MOLDBASEM",12,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating mold was present in basement in the last 12 months","HOUSEHOLD","Character","JMOLDBASEM","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Was the mold in the... ? (Mark all that apply)","MLDROOM","None","INTSTATUS = '1'","Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
"MOLDBATH",13,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating mold was present in bathroom in the last 12 months","HOUSEHOLD","Character","JMOLDBATH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Was the mold in the... ? (Mark all that apply)","MLDROOM","None","INTSTATUS = '1'","Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
"MOLDBEDRM",14,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating mold was present in bedroom in the last 12 months","HOUSEHOLD","Character","JMOLDBEDRM","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Was the mold in the... ? (Mark all that apply)","MLDROOM","None","INTSTATUS = '1'","Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
"MOLDKITCH",15,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating mold was present in kitchen in the last 12 months","HOUSEHOLD","Character","JMOLDKITCH","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Was the mold in the... ? (Mark all that apply)","MLDROOM","None","INTSTATUS = '1'","Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
"MOLDLROOM",16,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating mold was present in living room in the last 12 months","HOUSEHOLD","Character","JMOLDLROOM","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Was the mold in the... ? (Mark all that apply)","MLDROOM","None","INTSTATUS = '1'","Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
"MOLDOTHER",17,"Housing Problems",5,"Leaking and Mold",6,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating mold was present in some other room in the last 12 months","HOUSEHOLD","Character","JMOLDOTHER","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Was the mold in the... ? (Mark all that apply)","MLDROOM","None","INTSTATUS = '1'","Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?)."
"ADEQUACY",1,"Housing Problems",5,"General",7,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of housing adequacy","HOUSEHOLD","Character","JADEQUACY","Coming soon","1: Adequate||2: Moderately inadequate||3: Severely inadequate","NA","NA","None","INTSTATUS in ('1' '2' '3')","This item reflects categorizations of housing quality defined by HUD."
"UPKEEP",2,"Housing Problems",5,"General",7,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of upkeep problems","HOUSEHOLD","Character","JUPKEEP","Coming soon","1: Less than 3 upkeep problems||2: 3 or 4 upkeep problems||3: 5 or more upkeep problems","NA","NA","None","INTSTATUS in ('1' '2' '3')","This item reflects levels of upkeep problems defined by HUD. Moderately inadequate upkeep is defined as having three of four of the following problems: (1) water leaks from the outside, such as from the roof, basement, windows, or doors; (2) leaks from inside structure, such as pipes or plumbing fixtures; (3) holes in the floors; (4) holes or open cracks in the walls or ceilings; (5) more than 8 by 11 inches of peeling paint or broken plaster; or (6) signs of rats in the last 90 days. Severely inadequate upkeep is defined as having at least five of those problems."
"GRANDHH",1,"Demographics",6,"Total Household Demographics",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Flag indicating grandparent headed household with no parent present","HOUSEHOLD","Character","JGRANDHH","Coming soon","1: Yes||2: No||N or -6: Not applicable","NA","NA","None","INTSTATUS = '1'",
"HSHLDTYPE",2,"Demographics",6,"Total Household Demographics",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of household","HOUSEHOLD","Character","JHSHLDTYPE","Coming soon","1: Married-couple family household||2: Other family household: male householder, no wife present||3: Other family household: female householder, no husband present||4: Nonfamily household: male householder, living alone||5: Nonfamily household: male householder, not living alone||6: Nonfamily household: female householder, living alone||7: Nonfamily household: female householder, not living alone||N or -6: Not applicable","NA","NA","None","INTSTATUS = '1'",
"MILHH",3,"Demographics",6,"Total Household Demographics",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of military household","HOUSEHOLD","Character","JMILHH","Coming soon","1: 1 person, active duty||2: 1 person, veteran||3: 2 or more persons, active duty, no veterans||4: 2 or more veterans||5: 2 or more, mix of active duty and veterans||6: No persons served in the military||N or -6: Not applicable","NA","NA","None","INTSTATUS = '1'",
"MULTIGEN",4,"Demographics",6,"Total Household Demographics",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Type of multigenerational household","HOUSEHOLD","Character","JMULTIGEN","Coming soon","1: Householder only||2: Householder and one younger generation||3: Householder and two or more younger generations||4: Householder and at least one younger generation, at least one older generation||5: Householder and one older generation||6: Householder and two or more older generations||N or -6: Not applicable","NA","NA","None","INTSTATUS = '1'",
