"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"GRAD",8,"Demographics",6,"Person Demographics",5,"2013 Metro, 2011 Metro","PUF","Educational level of person","PERSON","Character","JGRAD",,"31: Less than 1st grade||32: 1st, 2nd, 3rd, or 4th grade||33: 5th or 6th grade||34: 7th or 8th grade||35: 9th grade||36: 10th grade||37: 11th grade||38: 12th grade, no diploma||39: High school graduate - high school diploma or equivalent (for example: GED)||40: Some college but no degree||41: Diploma or certificate from a vocational, technical, trade or business school beyond the high school level||42: Associate degree in college - occupational / vocational program||43: Associate degree in college - academic program||44: Bachelor's degree (for example: BA, AB, BS)||45: Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)||46: Professional school degree (for example: MD, DDS, DVM, LLB, JD)||47: Doctorate degree (for example: PhD, EdD)||D: Don't know||B: Not applicable",,,,,
"INUSYR",9,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro","PUF","Year came to U.S.","PERSON","Numeric","JNUSYR",,"1911 : 2013: 1911 to 2013||B: Not applicable",,,,,
"MAR",10,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Marital status of person","PERSON","Character","JMAR",,"1: Married, spouse present||2: Married, spouse absent||3: Widowed||4: Divorced||5: Separated||6: Never married||D: Don't know||B: Not applicable",,,,,
"MOVE",21,"Demographics",6,"Person Demographics",5,"2013 National, 2011 National, 2009 National, 2007 National, 2005 National, 2003 National, 2001 National, 1999 National, 1997 National","PUF","Year person moved in","PERSON","Numeric","JMOVE",,"1919 : YYYY: 1919 to YYYY",,,,,
"MOVE",21,"Demographics",6,"Person Demographics",5,"2013 Metro","PUF","Year person moved in","PERSON","Numeric","JMOVE",,"1919 : 2013: 1919 to 2013",,,,,
"MOVM",23,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Month person moved in","PERSON","Numeric","JMOVM",,"1: January||2: February||3: March||4: April||5: May||6: June||7: July||8: August||9: September||10: October||11: November||12: December",,,,,
"NATVTY",24,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2005 National, 2004 Metro, 2003 National, 2001 National","PUF","Country of birth","PERSON","Character","JATVTY",,"057: United States||072: Puerto Rico||096: Outlying area of the U.S.||109: France||110: Germany||117: Hungary||119: Ireland / Eire||120: Italy||128: Poland||147: Yugoslavia||185: Armenia||192: Russia||195: Ukraine||202: Bangladesh||206: Cambodia||207: China||209: Hong Kong||210: India||211: Indonesia||212: Iran||213: Iraq||214: Israel||215: Japan||218: Korea / South Korea||221: Laos||222: Lebanon||229: Pakistan||231: Philippines||238: Taiwan||239: Thailand||242: Vietnam||301: Canada||311: Costa Rica||312: El Salvador||313: Guatemala||314: Honduras||315: Mexico||316: Nicaragua||337: Cuba||339: Dominican Republic||342: Haiti||343: Jamaica||351: Trinidad and Tobago||375: Argentina||377: Brazil||379: Columbia||380: Ecuador||383: Guyana||385: Peru||440: Nigeria||555: Elsewhere||610: Other North or Central America||611: Other Caribbean||620: Other South America||640: Other Africa||641: North Africa||650: Other Europe||651: Portugal with Azores||652: Great Britain||653: Scandinavia||654: Other Northern Europe||660: Other Asia||661: Other Middle East||670: Australia / Oceania",,,,,
"PLINE",27,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Line number of person","PERSON","Numeric","NA",,"1 : 30: 1 to 30",,,,,
"RACE",28,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2005 National, 2003 National","PUF","Race of person","PERSON","Character","JRACE",,"01: White only||02: Black only||03: American Indian, Alaska Native only||04: Asian only||05: Hawaiian, Pacific Islander only||06: White / Black||07: White / American Indian, Alaska Native||08: White / Asian||09: White / Hawaiian, Pacific Islander||10: Black / American Indian, Alaska Native||11: Black / Asian||12: Black / Hawaiian, Pacific Islander||13: American Indian, Alaska Native / Asian||14: Asian / Hawaiian, Pacific Islander||15: White / Black / American Indian, Alaska Native||16: White / Black / Asian||17: White / American Indian, Alaska Native / Asian||18: White / Asian / Hawaiian, Pacific Islander||19: White / Black / American Indian, Alaska Native / Asian||20: Other combinations of 2 or 3 races||21: Other combinations of 4 or more races",,,,,
"REL",31,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Relationship of person to reference person","PERSON","Character","JREL",,"01: Reference person with relatives in household||02: Reference person without relatives in household||20: Spouse (husband / wife)||22: Child of reference person||23: Grandchild of reference person||24: Parent of reference person||25: Sibling (brother / sister) of reference person||26: Other relative of reference person||31: Unmarried partner (with own relatives)||32: Unmarried partner (without own relatives)||33: House / roommate (with own relatives)||34: House / roommate (without own relatives)||35: Roomer / boarder (with own relatives)||36: Roomer / boarder (without own relatives)||37: Other nonrelative (with own relatives)||38: Other nonrelative (without own relatives)",,,,,
"SEX",34,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Sex of person","PERSON","Character","JSEX",,"1: Male||2: Female",,,,,
"SPAN",35,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Spanish origin of person","PERSON","Character","JSPAN",,"1: Yes||2: No",,,,,
"DLINE1",43,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1997 National","PUF","Line number of person","HOUSEHOLD","Numeric","JLINE1",,"1 : 30: 1 to 30||B: Not applicable",,,,,
"FAMNUM",44,"Demographics",6,"Person Demographics",5,"2013 National","PUF","Family number","PERSON","Character","NA",,"0: Not a family||1: Primary family||2: 1st subfamily||3: 2nd subfamily||4: 3rd subfamily||5: 4th subfamily||6: 5th subfamily",,,,,
"FAMNUM",44,"Demographics",6,"Person Demographics",5,"2013 Metro, 2001 National, 1999 National","PUF","Family number","PERSON","Character","NA",,"0: Not a family||1: Primary family||2: 1st subfamily||3: 2nd subfamily||4: 3rd subfamily||5: 4th subfamily",,,,,
"PAR",45,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Line number of parent of person","PERSON","Numeric","JPAR",,"1 : 30: 1 to 30||. : Not reported",,,,,
"PERSON",46,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Line number of person","PERSON","Numeric","NA",,"1 : 30: 1 to 30",,,,,
"SPOS",47,"Demographics",6,"Person Demographics",5,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Line number of spouse of person","PERSON","Numeric","JSPOS",,"1 : 30: 1 to 30||. : Not reported",,,,,
"PCARE",1,"Demographics",6,"Person Disability",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Person has difficulty dressing or bathing","PERSON","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"PERRND",2,"Demographics",6,"Person Disability",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Person has difficulty doing errands","PERSON","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"PHEAR",3,"Demographics",6,"Person Disability",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Person has difficulty hearing","PERSON","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported",,,,,
"PMEMRY",4,"Demographics",6,"Person Disability",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Person has difficulty concentrating or remembering","PERSON","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"PSEE",5,"Demographics",6,"Person Disability",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Person has difficulty seeing","PERSON","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported",,,,,
"PWALK",6,"Demographics",6,"Person Disability",6,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Person has difficulty walking or climbing stairs","PERSON","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"CROPSL",1,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2009 National, 2007 National, 2007 Metro, 2005 National, 2003 National, 2001 National, 1999 National, 1997 National","PUF","Flag indicating farm income of $1,000 or more (past 12 months)","HOUSEHOLD","Character","JROPSL",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"QALIM",5,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro","PUF","Family received alimony or child support","HOUSEHOLD","Character","JQALIM",,"1: Yes||2: No||Blank: Not reported",,,,,
"QDIV",6,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro","PUF","Family received dividends from stock","HOUSEHOLD","Character","JQDIV",,"1: Yes||2: No||Blank: Not reported",,,,,
"QFS1",7,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Family received food stamps (last 12 months)","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"QINT",8,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro","PUF","Family received interest income","HOUSEHOLD","Character","JQINT",,"1: Yes||2: No||Blank: Not reported",,,,,
"QOTHER",9,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro","PUF","Family received other income","HOUSEHOLD","Character","JQOTHER",,"1: Yes||2: No||Blank: Not reported",,,,,
"QRENT",10,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro","PUF","Family received net rental income","HOUSEHOLD","Character","JQRENT",,"1: Yes||2: No||Blank: Not reported",,,,,
"QRETIR",11,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro","PUF","Family received retirement or survivor pension","HOUSEHOLD","Character","JQRETIR",,"1: Yes||2: No||Blank: Not reported",,,,,
"QSELF",12,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro, 2005 National","PUF","Family received self-employment income","HOUSEHOLD","Character","JQSELF",,"1: Yes||2: No||Blank: Not reported",,,,,
"QSS",13,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro, 2005 National","PUF","Family received Social Security or Railroad Retirement income","HOUSEHOLD","Character","JQSS",,"1: Yes||2: No||Blank: Not reported",,,,,
"QSSI",14,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro, 2005 National","PUF","Family received Supplemental Security Income","HOUSEHOLD","Character","JQSSI",,"1: Yes||2: No||Blank: Not reported",,,,,
"QWELF",15,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro, 2005 National","PUF","Family received welfare or public assistance","HOUSEHOLD","Character","JQWELF",,"1: Yes||2: No||Blank: Not reported",,,,,
"QWKCMP",16,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2007 Metro, 2005 National","PUF","Family received Workers' Compensation or other disability payments","HOUSEHOLD","Character","JQWKCMP",,"1: Yes||2: No||Blank: Not reported",,,,,
"RCARP",17,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Family received extra help with transportation expenses","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"RCLOT",18,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Family received extra help with clothing expenses","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"RCOST",19,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Family received extra help with rent payments","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"RGROC",20,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Household received extra help with grocery bills","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"RKIDC",21,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Household received extra help with child care payments","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"RMEDI",22,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Household received extra help with medical bills","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ROTHE",23,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2005 National, 2003 National, 2002 Metro, 2001 National","PUF","Household received extra help with making ends meet","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"RUTIL",24,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro","PUF","Household received extra help with utility bills","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"VOTHER",25,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National","PUF","Total amount of other income","HOUSEHOLD","Numeric","JVOTHER",,"-9999998 : 9999997: -$9,999,998 to $9,999,997||B: Not applicable",,,,,
"VOTHER2",26,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National","PUF","Total amount of other household income","HOUSEHOLD","Numeric","JVOTHER2",,"-9999998 : 9999997: -$9,999,998 to $9,999,997||B: Not applicable",,,,,
"ZINC",27,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro","PUF","Family income","HOUSEHOLD","Numeric","NA",,"-9999998: Loss of $9,999,998 or more||-9999997 : -1: Loss of $1 to $9,999,997||0: No income||1 : 9999995: $1 to $9,999,995||9999996: $9,999,996 or more||B: Not applicable",,,,,
"ZINC2",28,"Income",7,"Total Household Income",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2001 National, 1999 National, 1997 National","PUF","Household income","HOUSEHOLD","Numeric","NA",,"-9999997 : -1: Loss of $1 to $9,999,997||0: No income||1 : 9999995: $1 to $9,999,995||B: Not applicable",,,,,
